,Vehicle_ID,Frame_ID,Total_Frames,Global_Time,Local_X,Local_Y,Global_X,Global_Y,v_Length,v_Width,v_Class,v_Vel,v_Acc,Lane_ID,Preceeding,Following,Space_Hdwy,Time_Hdwy,yielding_pos_X,yielding_pos_Y,yielding_vel,yielding_acc,front_pos_X,front_pos_Y,front_vel,front_acc,front_gap
437,4.0,128.0,351.0,1118846991700.0,66.278,504.82800000000003,6451438.313999999,1872975.695,16.0,4.9,2.0,40.71,0.0,7.0,0.0,0.0,0.0,0.0,53.036,422.26199999999994,39.46,7.99,55.0,1383.0,40.0,0.0,960.738
438,4.0,129.0,351.0,1118846991800.0,66.405,508.325,6451440.836,1872973.269,16.0,4.9,2.0,40.71,0.0,7.0,0.0,0.0,0.0,0.0,52.977,426.26,40.16,6.25,55.0,1383.0,40.0,0.0,956.74
439,4.0,130.0,351.0,1118846991900.0,66.069,512.841,6451444.426,1872970.51,16.0,4.9,2.0,40.71,0.0,7.0,0.0,0.0,0.0,0.0,52.833999999999996,430.32300000000004,40.66,3.9,55.0,1383.0,40.0,0.0,952.6769999999999
440,4.0,131.0,351.0,1118846992000.0,66.196,516.3380000000001,6451446.948,1872968.083,16.0,4.9,2.0,40.71,0.0,7.0,0.0,0.0,0.0,0.0,52.598,434.42400000000004,40.94,1.61,55.0,1383.0,40.0,0.0,948.576
441,4.0,132.0,351.0,1118846992100.0,65.86,520.854,6451450.538,1872965.324,16.0,4.9,2.0,40.71,0.0,7.0,0.0,0.0,0.0,0.0,52.386,438.537,41.05,0.21,55.0,1383.0,40.0,0.0,944.463
442,4.0,133.0,351.0,1118846992200.0,65.97399999999999,524.592,6451453.175,1872962.812,16.0,4.9,2.0,40.71,7.28,7.0,0.0,0.0,0.0,0.0,52.173,442.644,41.08,0.18,55.0,1383.0,40.0,0.0,940.356
443,4.0,134.0,351.0,1118846992300.0,65.891,528.682,6451456.312999999,1872960.118,16.0,4.9,2.0,41.61,11.2,7.0,0.0,0.0,0.0,0.0,51.961999999999996,446.75800000000004,41.04,-0.61,55.0,1383.0,40.0,0.0,936.242
444,4.0,135.0,351.0,1118846992400.0,65.78399999999999,532.901,6451459.556,1872957.361,16.0,4.9,2.0,42.85,11.2,7.0,0.0,0.0,0.0,0.0,51.75,450.885,40.73,-4.79,55.0,1383.0,40.0,0.0,932.115
445,4.0,136.0,351.0,1118846992500.0,65.604,537.2719999999999,6451462.941000001,1872954.575,16.0,4.9,2.0,43.91,7.2,7.0,0.0,0.0,0.0,0.0,51.556000000000004,454.975,39.91,-11.2,55.0,1383.0,40.0,0.0,928.025
446,4.0,137.0,351.0,1118846992600.0,65.297,541.724,6451466.48,1872951.822,16.0,4.9,2.0,44.44,3.37,7.0,0.0,0.0,0.0,0.0,51.431999999999995,458.88599999999997,38.57,-11.2,55.0,1383.0,40.0,0.0,924.114
447,4.0,138.0,351.0,1118846992700.0,64.986,546.2040000000001,6451470.021000001,1872949.072,16.0,4.9,2.0,44.68,0.85,7.0,0.0,0.0,0.0,0.0,51.294,462.667,37.01,-11.2,55.0,1383.0,40.0,0.0,920.3330000000001
448,4.0,139.0,351.0,1118846992800.0,64.68,550.683,6451473.557999999,1872946.3190000001,16.0,4.9,2.0,44.73,0.03,7.0,0.0,0.0,0.0,0.0,51.166000000000004,466.30699999999996,35.73,-10.27,55.0,1383.0,40.0,0.0,916.693
449,4.0,140.0,351.0,1118846992900.0,64.374,555.159,6451477.095,1872943.5669999998,16.0,4.9,2.0,44.7,-0.46,7.0,0.0,0.0,0.0,0.0,51.126000000000005,469.783,35.04,-3.38,55.0,1383.0,40.0,0.0,913.217
450,4.0,141.0,351.0,1118846993000.0,64.094,559.639,6451480.624,1872940.7869999998,16.0,4.9,2.0,44.56,-2.23,7.0,0.0,6.0,0.0,0.0,51.211000000000006,473.241,34.86,0.71,55.0,1383.0,40.0,0.0,909.759
451,4.0,142.0,351.0,1118846993100.0,63.763000000000005,564.1030000000001,6451484.168,1872938.061,16.0,4.9,2.0,44.17,-5.27,7.0,0.0,6.0,0.0,0.0,51.294,476.724,34.93,1.2,55.0,1383.0,40.0,0.0,906.2760000000001
452,4.0,143.0,351.0,1118846993200.0,63.318000000000005,568.509,6451487.768999999,1872935.437,16.0,4.9,2.0,43.54,-7.57,7.0,0.0,6.0,0.0,0.0,51.368,480.23,35.0,0.11,55.0,1383.0,40.0,0.0,902.77
453,4.0,144.0,351.0,1118846993300.0,62.903,572.8330000000001,6451491.256,1872932.876,16.0,4.9,2.0,42.77,-8.38,7.0,0.0,6.0,0.0,0.0,51.443000000000005,483.78,34.59,-6.94,55.0,1383.0,40.0,0.0,899.22
454,4.0,145.0,351.0,1118846993400.0,62.549,577.073,6451494.636,1872930.3280000002,16.0,4.9,2.0,41.88,-9.01,7.0,0.0,6.0,0.0,0.0,51.518,487.218,33.61,-11.2,55.0,1383.0,40.0,0.0,895.7819999999999
455,4.0,146.0,351.0,1118846993500.0,62.343999999999994,581.2230000000001,6451497.887,1872927.696,16.0,4.9,2.0,40.9,-10.3,7.0,0.0,6.0,0.0,0.0,51.592,490.49800000000005,32.92,-6.05,55.0,1383.0,40.0,0.0,892.502
456,4.0,147.0,351.0,1118846993600.0,62.233000000000004,585.261,6451500.981000001,1872925.0769999998,16.0,4.9,2.0,39.92,-10.16,7.0,0.0,6.0,0.0,0.0,51.677,493.691,32.92,5.98,55.0,1383.0,40.0,0.0,889.309
457,4.0,148.0,351.0,1118846993700.0,62.121,589.1759999999999,6451503.969,1872922.5559999999,16.0,4.9,2.0,39.17,-5.81,7.0,0.0,6.0,0.0,0.0,51.803999999999995,496.97,33.6,11.2,55.0,1383.0,40.0,0.0,886.03
458,4.0,149.0,351.0,1118846993800.0,62.062,593.02,6451506.85,1872920.0580000002,16.0,4.9,2.0,38.92,0.89,7.0,0.0,6.0,0.0,0.0,51.931999999999995,500.408,34.57,6.76,55.0,1383.0,40.0,0.0,882.592
459,4.0,150.0,351.0,1118846993900.0,61.986999999999995,596.887,6451509.778,1872917.54,16.0,4.9,2.0,39.17,5.02,7.0,0.0,6.0,0.0,0.0,52.059,503.954,34.98,-0.12,55.0,1383.0,40.0,0.0,879.046
460,4.0,151.0,351.0,1118846994000.0,61.943000000000005,600.8290000000001,6451512.754,1872914.938,16.0,4.9,2.0,39.6,4.48,7.0,0.0,6.0,0.0,0.0,52.18,507.455,34.93,-0.82,55.0,1383.0,40.0,0.0,875.5450000000001
461,4.0,152.0,351.0,1118846994100.0,61.88,604.8290000000001,6451515.799,1872912.299,16.0,4.9,2.0,39.92,1.75,7.0,0.0,6.0,0.0,0.0,52.316,510.95099999999996,34.79,-1.9,55.0,1383.0,40.0,0.0,872.049
462,4.0,153.0,351.0,1118846994200.0,61.818999999999996,608.8430000000001,6451518.821,1872909.679,16.0,4.9,2.0,40.02,-0.07,7.0,0.0,6.0,0.0,0.0,52.476000000000006,514.4259999999999,34.57,-2.67,55.0,1383.0,40.0,0.0,868.5740000000001
463,4.0,154.0,351.0,1118846994300.0,61.756,612.847,6451521.844,1872907.0590000001,16.0,4.9,2.0,40.01,-0.26,7.0,0.0,6.0,0.0,0.0,52.63,517.868,34.32,-2.48,55.0,1383.0,40.0,0.0,865.132
464,4.0,155.0,351.0,1118846994400.0,61.695,616.845,6451524.866,1872904.439,16.0,4.9,2.0,40.0,0.0,6.0,0.0,0.0,0.0,0.0,52.753,521.2819999999999,34.12,-1.51,55.0,1383.0,40.0,0.0,861.7180000000001
465,4.0,156.0,351.0,1118846994500.0,61.632,620.844,6451527.8889999995,1872901.8190000001,16.0,4.9,2.0,40.0,0.0,6.0,0.0,0.0,0.0,0.0,52.832,524.679,34.02,-0.5,55.0,1383.0,40.0,0.0,858.321
466,4.0,157.0,351.0,1118846994600.0,61.571000000000005,624.877,6451530.911,1872899.199,16.0,4.9,2.0,39.69,-4.89,6.0,0.0,0.0,0.0,0.0,52.896,528.075,33.99,0.0,55.0,1383.0,40.0,0.0,854.925
467,4.0,158.0,351.0,1118846994700.0,61.50899999999999,628.846,6451533.933999999,1872896.5790000001,16.0,4.9,2.0,38.97,-9.41,6.0,0.0,0.0,0.0,0.0,52.968999999999994,531.4730000000001,33.99,0.07,55.0,1383.0,40.0,0.0,851.5269999999999
468,4.0,159.0,351.0,1118846994800.0,61.446999999999996,632.67,6451536.956,1872893.959,16.0,4.9,2.0,38.46,-4.45,6.0,0.0,0.0,0.0,0.0,53.043,534.873,33.99,-0.05,55.0,1383.0,40.0,0.0,848.127
469,4.0,160.0,351.0,1118846994900.0,61.418,636.432,6451539.978999999,1872891.3390000002,16.0,4.9,2.0,38.57,6.08,6.0,0.0,0.0,0.0,0.0,53.11600000000001,538.273,33.98,-0.21,55.0,1383.0,40.0,0.0,844.727
470,4.0,161.0,351.0,1118846995000.0,61.393,640.288,6451542.978999999,1872888.7380000001,16.0,4.9,2.0,39.38,11.2,6.0,0.0,0.0,0.0,0.0,53.19,541.664,34.01,0.64,55.0,1383.0,40.0,0.0,841.336
471,4.0,162.0,351.0,1118846995100.0,61.351000000000006,644.281,6451546.0479999995,1872886.1,16.0,4.9,2.0,40.55,10.4,6.0,0.0,0.0,0.0,0.0,53.266999999999996,545.047,34.27,3.93,55.0,1383.0,40.0,0.0,837.953
472,4.0,163.0,351.0,1118846995200.0,61.341,648.447,6451549.16,1872883.38,16.0,4.9,2.0,41.19,2.13,6.0,0.0,0.0,0.0,0.0,53.318000000000005,548.461,34.92,8.92,55.0,1383.0,40.0,0.0,834.539
473,4.0,164.0,351.0,1118846995300.0,61.315,652.617,6451552.333,1872880.63,16.0,4.9,2.0,41.08,-4.11,6.0,0.0,0.0,0.0,0.0,53.34,551.991,36.0,11.2,55.0,1383.0,40.0,0.0,831.009
474,4.0,165.0,351.0,1118846995400.0,61.332,656.7239999999999,6451555.424,1872877.8930000002,16.0,4.9,2.0,40.59,-6.87,6.0,0.0,0.0,0.0,0.0,53.431000000000004,555.661,37.35,11.2,55.0,1383.0,40.0,0.0,827.339
475,4.0,166.0,351.0,1118846995500.0,61.297,660.722,6451558.455,1872875.279,16.0,4.9,2.0,40.23,-2.14,6.0,0.0,0.0,0.0,0.0,53.545,559.456,38.65,11.2,55.0,1383.0,40.0,0.0,823.544
476,4.0,167.0,351.0,1118846995600.0,61.233999999999995,664.675,6451561.413,1872872.7659999998,16.0,4.9,2.0,40.48,7.0,6.0,0.0,0.0,0.0,0.0,53.717,563.4019999999999,39.6,7.36,55.0,1383.0,40.0,0.0,819.5980000000001
477,4.0,168.0,351.0,1118846995700.0,61.066,668.742,6451564.568,1872870.219,16.0,4.9,2.0,41.49,11.2,6.0,0.0,6.0,0.0,0.0,53.847,567.438,40.05,1.51,55.0,1383.0,40.0,0.0,815.562
478,4.0,169.0,351.0,1118846995800.0,60.868,672.966,6451567.86,1872867.593,16.0,4.9,2.0,42.95,11.2,6.0,0.0,6.0,0.0,0.0,53.968999999999994,571.485,39.97,-3.41,55.0,1383.0,40.0,0.0,811.515
479,4.0,170.0,351.0,1118846995900.0,60.65,677.316,6451571.308999999,1872864.855,16.0,4.9,2.0,44.24,11.16,6.0,0.0,6.0,0.0,0.0,53.98,575.477,39.58,-5.11,55.0,1383.0,40.0,0.0,807.523
480,4.0,171.0,351.0,1118846996000.0,60.339,681.835,6451574.944,1872862.0769999998,16.0,4.9,2.0,45.07,5.28,6.0,0.0,6.0,0.0,0.0,53.863,579.395,39.23,-2.6,55.0,1383.0,40.0,0.0,803.605
481,4.0,172.0,351.0,1118846996100.0,60.011,686.3989999999999,6451578.578,1872859.323,16.0,4.9,2.0,45.43,1.04,6.0,0.0,6.0,0.0,0.0,53.684,583.275,39.21,2.1,55.0,1383.0,40.0,0.0,799.725
482,4.0,173.0,351.0,1118846996200.0,59.681999999999995,690.957,6451582.2129999995,1872856.57,16.0,4.9,2.0,45.49,-0.15,6.0,0.0,6.0,0.0,0.0,53.556000000000004,587.188,39.5,4.55,55.0,1383.0,40.0,0.0,795.812
483,4.0,174.0,351.0,1118846996300.0,59.354,695.5039999999999,6451585.847,1872853.8159999999,16.0,4.9,2.0,45.48,0.04,6.0,0.0,6.0,0.0,0.0,53.545,591.1669999999999,39.85,3.19,55.0,1383.0,40.0,0.0,791.8330000000001
484,4.0,175.0,351.0,1118846996400.0,59.023999999999994,700.056,6451589.482000001,1872851.063,16.0,4.9,2.0,45.45,-0.54,6.0,0.0,6.0,0.0,0.0,53.556999999999995,595.186,40.05,0.49,55.0,1383.0,40.0,0.0,787.814
485,4.0,176.0,351.0,1118846996500.0,58.685,704.6110000000001,6451593.123,1872848.3180000002,16.0,4.9,2.0,45.28,-2.55,6.0,0.0,6.0,0.0,0.0,53.495,599.203,40.06,-0.71,55.0,1383.0,40.0,0.0,783.797
486,4.0,177.0,351.0,1118846996600.0,58.373000000000005,709.145,6451596.751,1872845.5480000002,16.0,4.9,2.0,44.86,-5.59,6.0,0.0,6.0,0.0,0.0,53.426,603.2040000000001,40.01,-0.34,55.0,1383.0,40.0,0.0,779.7959999999999
487,4.0,178.0,351.0,1118846996700.0,58.172,713.6160000000001,6451600.247,1872842.747,16.0,4.9,2.0,44.25,-7.3,6.0,0.0,6.0,0.0,0.0,53.364,607.2,39.99,0.04,55.0,1383.0,40.0,0.0,775.8
488,4.0,179.0,351.0,1118846996800.0,57.99,717.995,6451603.6620000005,1872839.99,16.0,4.9,2.0,43.64,-5.66,6.0,0.0,6.0,0.0,0.0,53.302,611.2,39.99,0.03,55.0,1383.0,40.0,0.0,771.8
489,4.0,180.0,351.0,1118846996900.0,57.857,722.314,6451606.965,1872837.267,16.0,4.9,2.0,43.19,-3.05,6.0,0.0,6.0,0.0,0.0,53.24,615.1990000000001,40.0,0.0,55.0,1383.0,40.0,0.0,767.8009999999999
490,4.0,181.0,351.0,1118846997000.0,57.69,726.612,6451610.307999999,1872834.555,16.0,4.9,2.0,42.86,-2.59,6.0,0.0,6.0,0.0,0.0,53.178000000000004,619.1990000000001,40.0,0.0,55.0,1383.0,40.0,0.0,763.8009999999999
491,4.0,182.0,351.0,1118846997100.0,57.506,730.8969999999999,6451613.677,1872831.842,16.0,4.9,2.0,42.5,-4.53,6.0,0.0,6.0,0.0,0.0,53.11600000000001,623.227,39.73,-4.22,55.0,1383.0,40.0,0.0,759.773
492,4.0,183.0,351.0,1118846997200.0,57.372,735.13,6451616.938999999,1872829.157,16.0,4.9,2.0,42.06,-5.14,5.0,0.0,14.0,0.0,0.0,53.053999999999995,627.1990000000001,39.13,-7.89,55.0,1383.0,40.0,0.0,755.8009999999999
493,4.0,184.0,351.0,1118846997300.0,57.239,739.2860000000001,6451620.164,1872826.5019999999,16.0,4.9,2.0,41.79,-1.17,5.0,0.0,14.0,0.0,0.0,52.992,631.0509999999999,38.7,-3.77,55.0,1383.0,40.0,0.0,751.9490000000001
494,4.0,185.0,351.0,1118846997400.0,57.226000000000006,743.422,6451623.241,1872823.8180000002,16.0,4.9,2.0,41.95,4.51,5.0,0.0,14.0,0.0,0.0,52.948,634.8580000000001,38.7,3.81,55.0,1383.0,40.0,0.0,748.1419999999999
495,4.0,186.0,351.0,1118846997500.0,57.198,747.6010000000001,6451626.415,1872821.0690000001,16.0,4.9,2.0,42.64,9.89,5.0,0.0,14.0,0.0,0.0,52.923,638.71,39.13,7.91,55.0,1383.0,40.0,0.0,744.29
496,4.0,187.0,351.0,1118846997600.0,57.183,751.926,6451629.667,1872818.2340000002,16.0,4.9,2.0,43.94,11.2,5.0,0.0,14.0,0.0,0.0,52.898,642.681,39.75,4.47,55.0,1383.0,40.0,0.0,740.319
1240,6.0,141.0,357.0,1118846993000.0,71.498,502.65,6451433.211,1872973.256,14.0,4.9,2.0,45.15,0.0,7.0,4.0,0.0,56.99,1.26,51.211000000000006,473.241,34.86,0.71,55.0,1383.0,40.0,0.0,909.759
1241,6.0,142.0,357.0,1118846993100.0,71.161,507.166,6451436.801,1872970.497,14.0,4.9,2.0,45.15,0.0,7.0,4.0,0.0,56.94,1.26,51.294,476.724,34.93,1.2,55.0,1383.0,40.0,0.0,906.2760000000001
1242,6.0,143.0,357.0,1118846993200.0,70.82600000000001,511.681,6451440.39,1872967.737,14.0,4.9,2.0,45.15,0.0,7.0,4.0,0.0,56.83,1.26,51.368,480.23,35.0,0.11,55.0,1383.0,40.0,0.0,902.77
1243,6.0,144.0,357.0,1118846993300.0,70.48899999999999,516.196,6451443.98,1872964.9780000001,14.0,4.9,2.0,45.15,0.0,7.0,4.0,0.0,56.64,1.25,51.443000000000005,483.78,34.59,-6.94,55.0,1383.0,40.0,0.0,899.22
1244,6.0,145.0,357.0,1118846993400.0,70.153,520.711,6451447.57,1872962.219,14.0,4.9,2.0,45.15,0.0,7.0,4.0,0.0,56.36,1.25,51.518,487.218,33.61,-11.2,55.0,1383.0,40.0,0.0,895.7819999999999
1245,6.0,146.0,357.0,1118846993500.0,69.817,525.226,6451451.16,1872959.459,14.0,4.9,2.0,45.15,0.0,7.0,4.0,0.0,56.0,1.24,51.592,490.49800000000005,32.92,-6.05,55.0,1383.0,40.0,0.0,892.502
1246,6.0,147.0,357.0,1118846993600.0,69.48100000000001,529.74,6451454.749,1872956.7,14.0,4.9,2.0,45.17,0.26,7.0,4.0,0.0,55.52,1.23,51.677,493.691,32.92,5.98,55.0,1383.0,40.0,0.0,889.309
1247,6.0,148.0,357.0,1118846993700.0,69.145,534.26,6451458.339,1872953.94,14.0,4.9,2.0,45.17,0.0,7.0,4.0,0.0,54.92,1.22,51.803999999999995,496.97,33.6,11.2,55.0,1383.0,40.0,0.0,886.03
1248,6.0,149.0,357.0,1118846993800.0,68.808,538.7909999999999,6451461.929,1872951.1809999999,14.0,4.9,2.0,45.04,-2.08,7.0,4.0,0.0,54.23,1.2,51.931999999999995,500.408,34.57,6.76,55.0,1383.0,40.0,0.0,882.592
1249,6.0,150.0,357.0,1118846993900.0,68.47399999999999,543.304,6451465.54,1872948.4009999998,14.0,4.9,2.0,44.68,-5.07,7.0,4.0,0.0,53.58,1.2,52.059,503.954,34.98,-0.12,55.0,1383.0,40.0,0.0,879.046
1250,6.0,151.0,357.0,1118846994000.0,68.154,547.757,6451469.0770000005,1872945.667,14.0,4.9,2.0,44.14,-6.47,7.0,4.0,0.0,53.07,1.2,52.18,507.455,34.93,-0.82,55.0,1383.0,40.0,0.0,875.5450000000001
1251,6.0,152.0,357.0,1118846994100.0,67.82,552.129,6451472.545,1872943.013,14.0,4.9,2.0,43.62,-4.63,7.0,4.0,0.0,52.7,1.21,52.316,510.95099999999996,34.79,-1.9,55.0,1383.0,40.0,0.0,872.049
1252,6.0,153.0,357.0,1118846994200.0,67.52,556.446,6451475.958,1872940.3630000001,14.0,4.9,2.0,43.32,-1.3,7.0,4.0,0.0,52.4,1.21,52.476000000000006,514.4259999999999,34.57,-2.67,55.0,1383.0,40.0,0.0,868.5740000000001
1253,6.0,154.0,357.0,1118846994300.0,67.354,560.758,6451479.275,1872937.619,14.0,4.9,2.0,43.24,0.37,7.0,4.0,0.0,52.09,1.2,52.63,517.868,34.32,-2.48,55.0,1383.0,40.0,0.0,865.132
1254,6.0,155.0,357.0,1118846994400.0,67.232,565.087,6451482.595,1872934.814,14.0,4.9,2.0,43.23,-0.25,7.0,0.0,0.0,0.0,0.0,52.753,521.2819999999999,34.12,-1.51,55.0,1383.0,40.0,0.0,861.7180000000001
1255,6.0,156.0,357.0,1118846994500.0,67.033,569.42,6451485.959,1872932.072,14.0,4.9,2.0,43.12,-1.91,7.0,0.0,0.0,0.0,0.0,52.832,524.679,34.02,-0.5,55.0,1383.0,40.0,0.0,858.321
1256,6.0,157.0,357.0,1118846994600.0,66.782,573.734,6451489.341,1872929.384,14.0,4.9,2.0,42.86,-3.5,7.0,0.0,0.0,0.0,0.0,52.896,528.075,33.99,0.0,55.0,1383.0,40.0,0.0,854.925
1257,6.0,158.0,357.0,1118846994700.0,66.607,578.015,6451492.641,1872926.668,14.0,4.9,2.0,42.4,-5.4,7.0,0.0,0.0,0.0,0.0,52.968999999999994,531.4730000000001,33.99,0.07,55.0,1383.0,40.0,0.0,851.5269999999999
1258,6.0,159.0,357.0,1118846994800.0,66.512,582.241,6451495.865,1872923.9119999998,14.0,4.9,2.0,41.76,-7.44,7.0,0.0,0.0,0.0,0.0,53.043,534.873,33.99,-0.05,55.0,1383.0,40.0,0.0,848.127
1259,6.0,160.0,357.0,1118846994900.0,66.437,586.382,6451499.012999999,1872921.197,14.0,4.9,2.0,41.04,-7.61,7.0,0.0,0.0,0.0,0.0,53.11600000000001,538.273,33.98,-0.21,55.0,1383.0,40.0,0.0,844.727
1260,6.0,161.0,357.0,1118846995000.0,66.346,590.433,6451502.08,1872918.5769999998,14.0,4.9,2.0,40.43,-5.08,7.0,0.0,0.0,0.0,0.0,53.19,541.664,34.01,0.64,55.0,1383.0,40.0,0.0,841.336
1261,6.0,162.0,357.0,1118846995100.0,66.286,594.428,6451505.084,1872915.971,14.0,4.9,2.0,40.08,-1.72,7.0,0.0,0.0,0.0,0.0,53.266999999999996,545.047,34.27,3.93,55.0,1383.0,40.0,0.0,837.953
1262,6.0,163.0,357.0,1118846995200.0,66.225,598.413,6451508.106000001,1872913.35,14.0,4.9,2.0,39.97,0.09,7.0,0.0,0.0,0.0,0.0,53.318000000000005,548.461,34.92,8.92,55.0,1383.0,40.0,0.0,834.539
1263,6.0,164.0,357.0,1118846995300.0,66.163,602.409,6451511.129,1872910.73,14.0,4.9,2.0,39.98,0.21,7.0,0.0,0.0,0.0,0.0,53.34,551.991,36.0,11.2,55.0,1383.0,40.0,0.0,831.009
1264,6.0,165.0,357.0,1118846995400.0,66.101,606.41,6451514.151000001,1872908.11,14.0,4.9,2.0,40.0,0.0,7.0,0.0,0.0,0.0,0.0,53.431000000000004,555.661,37.35,11.2,55.0,1383.0,40.0,0.0,827.339
1265,6.0,166.0,357.0,1118846995500.0,66.039,610.41,6451517.174,1872905.49,14.0,4.9,2.0,40.0,0.0,7.0,0.0,0.0,0.0,0.0,53.545,559.456,38.65,11.2,55.0,1383.0,40.0,0.0,823.544
1266,6.0,167.0,357.0,1118846995600.0,65.977,614.41,6451520.196,1872902.87,14.0,4.9,2.0,40.0,0.0,7.0,0.0,0.0,0.0,0.0,53.717,563.4019999999999,39.6,7.36,55.0,1383.0,40.0,0.0,819.5980000000001
1267,6.0,168.0,357.0,1118846995700.0,65.915,618.409,6451523.219,1872900.25,14.0,4.9,2.0,40.0,0.0,6.0,4.0,0.0,50.33,1.26,53.847,567.438,40.05,1.51,55.0,1383.0,40.0,0.0,815.562
1268,6.0,169.0,357.0,1118846995800.0,65.85300000000001,622.444,6451526.241,1872897.63,14.0,4.9,2.0,39.67,-5.23,6.0,4.0,0.0,50.52,1.27,53.968999999999994,571.485,39.97,-3.41,55.0,1383.0,40.0,0.0,811.515
1269,6.0,170.0,357.0,1118846995900.0,65.791,626.409,6451529.2639999995,1872895.01,14.0,4.9,2.0,38.92,-9.76,6.0,4.0,0.0,50.91,1.31,53.98,575.477,39.58,-5.11,55.0,1383.0,40.0,0.0,807.523
1270,6.0,171.0,357.0,1118846996000.0,65.73,630.227,6451532.286,1872892.39,14.0,4.9,2.0,38.38,-4.79,6.0,4.0,0.0,51.61,1.34,53.863,579.395,39.23,-2.6,55.0,1383.0,40.0,0.0,803.605
1271,6.0,172.0,357.0,1118846996100.0,65.678,633.987,6451535.308999999,1872889.77,14.0,4.9,2.0,38.37,4.56,6.0,4.0,0.0,52.41,1.37,53.684,583.275,39.21,2.1,55.0,1383.0,40.0,0.0,799.725
1272,6.0,173.0,357.0,1118846996200.0,65.64699999999999,637.795,6451538.3379999995,1872887.1519999998,14.0,4.9,2.0,38.96,10.65,6.0,4.0,0.0,53.16,1.36,53.556000000000004,587.188,39.5,4.55,55.0,1383.0,40.0,0.0,795.812
1273,6.0,174.0,357.0,1118846996300.0,65.642,641.756,6451541.333,1872884.529,14.0,4.9,2.0,39.91,8.12,6.0,4.0,0.0,53.75,1.35,53.545,591.1669999999999,39.85,3.19,55.0,1383.0,40.0,0.0,791.8330000000001
1274,6.0,175.0,357.0,1118846996400.0,65.62100000000001,645.816,6451544.363,1872881.896,14.0,4.9,2.0,40.6,4.76,6.0,4.0,0.0,54.24,1.34,53.556999999999995,595.186,40.05,0.49,55.0,1383.0,40.0,0.0,787.814
1275,6.0,176.0,357.0,1118846996500.0,65.529,649.8919999999999,6451547.498,1872879.267,14.0,4.9,2.0,41.11,5.66,6.0,4.0,0.0,54.72,1.33,53.495,599.203,40.06,-0.71,58.685,688.6110000000001,45.28,-2.55,89.40800000000013
1276,6.0,177.0,357.0,1118846996600.0,65.376,654.034,6451550.71,1872876.6509999998,14.0,4.9,2.0,41.65,5.25,6.0,4.0,0.0,55.11,1.32,53.426,603.2040000000001,40.01,-0.34,58.373000000000005,693.145,44.86,-5.59,89.94099999999992
1277,6.0,178.0,357.0,1118846996700.0,65.155,658.235,6451554.002,1872874.054,14.0,4.9,2.0,42.09,3.76,6.0,4.0,0.0,55.38,1.32,53.364,607.2,39.99,0.04,58.172,697.6160000000001,44.25,-7.3,90.41600000000005
1278,6.0,179.0,357.0,1118846996800.0,64.857,662.475,6451557.404,1872871.4640000002,14.0,4.9,2.0,42.36,1.82,6.0,4.0,0.0,55.52,1.31,53.302,611.2,39.99,0.03,57.99,701.995,43.64,-5.66,90.79499999999996
1279,6.0,180.0,357.0,1118846996900.0,64.58,666.7310000000001,6451560.779,1872868.869,14.0,4.9,2.0,42.48,0.25,6.0,4.0,0.0,55.58,1.31,53.24,615.1990000000001,40.0,0.0,57.857,706.314,43.19,-3.05,91.1149999999999
1280,6.0,181.0,357.0,1118846997000.0,64.303,670.9830000000001,6451564.155,1872866.274,14.0,4.9,2.0,42.51,0.09,6.0,4.0,0.0,55.63,1.31,53.178000000000004,619.1990000000001,40.0,0.0,57.69,710.612,42.86,-2.59,91.4129999999999
